2016-11-22 15:56:31:539T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:31:951T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:32:345T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:33:155T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:33:567T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:33:963T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:34:381T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:34:769T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:35:184T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:35:579T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:35:992T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:36:386T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:36:801T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:37:194T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:37:611T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:38:002T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,28,0,26,0,	
2016-11-22 15:56:38:812T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:39:227T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:39:620T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:40:034T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:40:432T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:40:841T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:41:239T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:42:045T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:42:464T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:42:853T,0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:43:267T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:43:659T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:44:073T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:44:471T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:44:881T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:45:694T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:46:500T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:46:891T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:47:318T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:47:702T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:48:508T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:48:926T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:49:315T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:50:126T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,28,0,26,0,	
2016-11-22 15:56:50:537T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:50:930T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,28,0,26,0,	
2016-11-22 15:56:51:346T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:51:741T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:52:153T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:52:962T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:53:358T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:53:773T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:54:167T,0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:54:580T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:54:973T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:55:386T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:55:783T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:56:56:197T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:56:589T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:57:005T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:57:399T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:57:817T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:58:621T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:56:59:027T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:56:59:430T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:00:241T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:00:630T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:01:044T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:01:439T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:01:853T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:02:252T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:02:666T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:03:052T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:03:467T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:03:862T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:04:275T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:04:672T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:05:087T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:05:478T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:05:906T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:06:287T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:06:701T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:07:507T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:07:903T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:08:319T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:08:709T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:09:128T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:09:517T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:09:933T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:11:137T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:11:553T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:11:946T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:12:361T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:12:753T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:13:165T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:13:562T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:13:974T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:14:368T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:14:786T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:15:589T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:15:982T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:16:397T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:16:793T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:17:209T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:17:600T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:18:012T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:18:825T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:19:215T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:19:630T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:20:023T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:20:438T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:20:832T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:21:642T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:22:052T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:22:448T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:22:861T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:23:257T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:23:681T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:24:064T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:24:872T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:25:681T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:26:092T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:26:487T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:26:899T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:27:296T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:27:710T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:28:104T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:28:518T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:28:917T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:29:326T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:29:721T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:30:133T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:30:530T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:30:941T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:31:343T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:31:752T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:32:558T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:32:953T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:33:764T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:34:176T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:34:568T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:34:982T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:35:378T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:35:794T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:36:599T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:36:991T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:37:408T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:37:801T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:38:213T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:39:024T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:39:420T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:39:830T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:40:227T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:40:642T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:41:035T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:41:453T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:41:844T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:42:652T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:43:062T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:43:459T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:43:870T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:44:266T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:44:679T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:45:072T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:45:487T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:45:880T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:48:398T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:48:791T,$#0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:49:205T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:49:600T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:50:017T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:50:410T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,28,0,26,0,	
2016-11-22 15:57:50:825T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:51:217T,0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,28,0,26,0,	
2016-11-22 15:57:51:629T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:52:044T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,28,26,26,29,0,26,0,	
2016-11-22 15:57:52:447T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:52:833T,0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:53:247T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:54:059T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:54:450T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:54:865T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:55:256T,0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:55:676T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:56:065T,0,0,29,28,29,28,26,26,26,29,26,26,29,29,26,26,29,0,26,0,	
2016-11-22 15:57:56:480T,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
2016-11-22 15:57:56:872T,$#0,0,29,28,29,28,26,26,26,28,26,26,29,29,26,26,28,0,26,0,	
2016-11-22 15:57:57:287T,$#0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,0,0,0,27,	
